,aro,auto_i,auto_me,auto_mine,auto_my,auto_mys,dom,val,pos,neg
1198,3.49,0,0,0,0,0,5.19,5.373333333333334,0,0
4742,3.24,1,0,0,0,0,5.78,6.82,0,0
5074,3.7357142857142853,0,0,0,0,0,5.888571428571429,6.430000000000001,1,0
1047,4.145,2,0,0,0,0,6.107500000000001,6.140000000000001,1,2
4444,4.12,0,0,0,0,0,5.109999999999999,4.285,0,1
6427,4.85,1,0,0,0,0,3.325,2.245,0,2
4685,3.545,1,0,0,0,0,5.955,7.035,1,0
2074,4.303333333333334,2,0,0,0,0,6.21,6.48,0,1
1648,3.9724999999999997,0,0,0,0,0,5.625,5.635,0,0
1271,4.4383333333333335,0,0,0,0,0,5.488333333333333,5.365000000000001,0,1
1753,4.0125,0,0,0,0,0,6.0225,6.525,1,0
5585,3.5100000000000002,0,0,0,0,0,4.880000000000001,5.056,0,0
1177,4.3185714285714285,0,0,0,0,0,5.6814285714285715,6.505714285714285,2,0
3104,3.5233333333333334,0,0,0,0,0,5.97,6.973333333333334,1,0
3429,4.267999999999999,1,0,0,2,0,5.220000000000001,5.65,1,0
6219,4.463333333333334,2,0,0,1,0,5.272222222222222,5.946666666666667,0,0
5627,3.83,0,0,0,0,0,6.305,6.23,0,0
2730,3.3,0,0,0,0,0,4.77,5.25,0,0
4946,3.742,0,0,0,0,0,5.569999999999999,5.5520000000000005,1,1
2004,4.108333333333333,0,0,0,0,0,5.943333333333334,5.698333333333333,0,1
6251,4.39,0,0,0,0,0,4.53,4.42,0,0
3965,3.455,0,0,0,0,0,5.6850000000000005,5.5600000000000005,0,0
2917,3.43,1,0,0,0,0,5.5,6.18,0,0
724,3.6833333333333336,2,0,0,0,0,6.116666666666667,5.803333333333334,0,0
2154,3.653333333333333,0,1,0,0,0,5.69,5.8566666666666665,0,0
1446,4.38,0,0,0,0,0,7.26,7.1,0,0
6592,5.0,1,0,0,0,0,7.28,7.67,1,0
4296,4.33,0,0,0,0,0,4.79,4.74,0,0
55,4.0024999999999995,0,0,0,0,0,5.324999999999999,4.8075,0,1
7102,3.855714285714286,2,0,0,0,0,5.75,5.894285714285714,0,0
2804,3.43,0,0,0,0,0,5.5,6.18,0,0
6213,4.215,0,0,0,0,0,5.9399999999999995,6.51,1,0
1804,3.79,0,0,0,0,0,5.855,5.385,0,0
1810,4.066666666666666,0,0,0,0,0,6.416666666666667,6.663333333333333,0,0
90,3.966666666666667,0,0,0,1,0,6.086666666666666,6.843333333333334,0,0
7088,3.55,1,0,0,0,0,5.6,5.630000000000001,0,0
2109,4.178571428571429,0,0,0,0,0,5.077142857142857,5.131428571428572,0,2
3990,4.2125,1,0,0,1,0,5.9825,6.862500000000001,1,0
3709,3.516666666666667,0,0,0,0,0,5.536666666666666,6.02,0,0
3165,3.7199999999999998,1,0,0,1,0,5.2375,6.3125,0,0
561,3.8900000000000006,0,0,0,0,0,5.266666666666667,5.753333333333333,0,0
5328,3.43,0,0,0,0,0,5.5,6.18,0,0
5330,3.883333333333333,0,0,0,0,0,5.739999999999999,6.1499999999999995,0,0
1742,4.0625,0,0,0,0,0,5.734999999999999,6.005,0,0
3240,3.9050000000000002,0,0,0,1,0,5.609999999999999,6.795,0,0
6504,3.6133333333333333,0,0,0,1,0,5.433333333333333,5.813333333333333,0,0
1933,3.84,0,0,0,0,0,5.636666666666667,6.113333333333333,0,0
2495,3.535,1,0,0,0,0,4.765000000000001,5.02,0,0
352,3.43,0,0,0,0,0,5.5,6.18,0,0
2563,3.7366666666666664,4,0,0,0,0,5.6433333333333335,5.6066666666666665,0,0
2999,3.223333333333333,0,0,0,0,0,5.466666666666666,6.46,0,0
3779,3.804,0,0,0,1,0,5.888,6.002000000000001,1,0
321,3.52,1,0,0,0,0,5.72,5.86,0,0
4480,3.875,1,0,0,2,0,5.95,6.0325,0,0
40,4.4,1,0,0,0,0,6.28,7.44,1,0
5630,3.52,1,0,0,0,0,5.72,5.86,0,0
3460,3.71,0,0,0,0,0,5.7325,6.4825,1,0
5333,3.9333333333333336,1,0,0,0,0,6.340000000000001,6.953333333333333,2,0
513,3.43,0,0,0,0,0,5.5,6.18,0,0
3266,2.35,1,0,0,0,0,5.78,6.61,0,0
5789,3.475,0,0,0,0,0,5.609999999999999,6.02,1,0
2529,3.31,0,0,0,0,0,5.734999999999999,5.93,0,0
5918,4.09375,0,0,0,0,0,5.835,5.41625,0,0
5488,3.968,0,0,0,0,0,5.645999999999999,5.072,1,2
3215,3.678,0,0,0,0,0,6.008,6.153999999999999,0,0
2394,4.0633333333333335,0,0,0,1,0,5.04,5.97,1,0
3426,3.9066666666666663,0,0,0,0,0,5.373333333333334,6.413333333333333,0,0
5879,3.7199999999999998,2,0,0,0,0,5.525,5.895,1,0
3376,4.6625,0,0,0,0,0,5.87,6.3925,0,0
4530,3.43,1,0,0,0,0,5.5,6.18,0,0
6369,5.55,0,0,0,0,0,6.82,7.89,0,0
4402,4.08,0,0,0,0,0,5.67,6.609999999999999,0,0
484,3.45,1,0,0,0,0,5.585,5.645,0,0
7013,3.681666666666666,0,0,0,0,0,5.5249999999999995,5.566666666666666,1,0
443,3.635,0,0,0,1,0,5.42,5.65,0,0
1088,4.875,0,0,0,0,0,6.27,7.2749999999999995,1,0
5859,3.793333333333333,0,0,0,0,0,5.53,5.563333333333333,0,0
3763,4.3999999999999995,0,0,0,0,0,4.433333333333334,4.213333333333333,0,2
3481,4.6899999999999995,0,0,0,0,0,7.045,7.244999999999999,0,0
2050,3.505,1,0,0,0,0,5.49,5.79,0,0
3141,4.21,0,0,0,0,0,5.5025,5.845000000000001,0,0
4093,4.785,1,0,0,0,0,6.465,7.165000000000001,1,0
5179,5.28,0,0,0,0,0,6.113333333333333,5.53,1,0
1384,4.215,1,0,0,0,0,5.3675,5.8575,0,0
6848,4.415,0,0,0,0,0,5.295,5.335,0,0
3669,3.9225,0,0,0,2,0,6.0600000000000005,6.3475,1,0
1885,4.495,0,0,0,0,0,4.859999999999999,3.7874999999999996,0,2
3430,3.2883333333333327,0,0,0,0,0,5.565,5.8,0,0
1129,4.046666666666667,0,0,0,0,0,5.103333333333333,5.6433333333333335,0,0
1015,5.36,1,0,0,0,0,5.92,8.0,1,0
6787,2.85,0,0,0,0,0,5.72,6.44,0,0
199,3.52,0,0,0,0,0,6.220000000000001,6.34,0,0
593,3.43,0,0,0,0,0,5.5,6.18,0,0
6102,3.8200000000000003,1,0,0,1,0,6.055,7.105,1,0
5207,3.43,1,0,0,0,0,5.5,6.18,0,0
1584,4.01,0,0,0,1,0,5.365,6.220000000000001,0,0
6559,3.8716666666666666,0,0,0,0,0,4.891666666666667,4.903333333333333,0,1
4686,3.55,0,0,0,0,0,5.515000000000001,6.05,0,0
1889,4.61,0,0,0,0,0,6.255,6.52,0,0
757,3.9133333333333327,1,0,0,0,0,5.5,6.196666666666666,0,0
1826,3.8675,2,0,0,0,0,5.867500000000001,6.2175,1,0
6318,4.153333333333333,1,0,0,0,0,5.333333333333333,5.796666666666667,0,0
1436,3.425,0,0,0,0,0,5.385,6.08,0,0
6946,4.3500000000000005,1,0,0,1,0,6.12,6.763333333333333,1,0
4105,3.835555555555555,0,0,0,0,0,5.751111111111111,5.9222222222222225,0,1
1344,4.050000000000001,1,0,0,0,0,6.195,7.085000000000001,1,0
2505,4.18,1,0,0,0,0,4.99,3.85,0,1
3370,3.43,0,0,0,0,0,5.5,6.18,0,0
411,4.577500000000001,0,0,0,0,0,4.83,5.0075,0,0
2332,3.665,1,0,0,0,0,4.64,6.755,0,0
1941,4.2299999999999995,0,0,0,0,0,5.816666666666666,6.066666666666666,1,0
5803,3.52,1,0,0,0,0,5.72,5.86,0,0
3395,3.66,0,0,0,0,0,5.475,6.365,1,0
6400,4.238571428571428,0,0,0,0,0,6.167142857142857,6.367142857142857,0,0
4867,4.162999999999999,2,0,0,2,0,5.548,5.773,1,0
5977,3.9257142857142857,0,0,0,0,0,5.3428571428571425,6.361428571428571,2,0
3235,3.7350000000000003,0,0,0,1,0,5.955,6.404999999999999,0,0
1565,3.545,0,0,0,0,0,5.955,7.035,1,0
1249,3.8899999999999997,0,0,0,1,0,5.74,6.715,0,0
2364,3.9575000000000005,1,0,0,0,0,6.1625,6.8125,1,0
1830,4.3500000000000005,0,0,0,0,0,6.166666666666667,6.6499999999999995,0,0
4259,4.42375,0,0,0,0,0,5.1312500000000005,5.1325,1,2
543,3.475,1,0,0,0,0,5.609999999999999,6.02,0,0
367,3.43,0,0,0,0,0,5.5,6.18,0,0
2715,3.165,0,0,0,0,0,5.165,6.045,0,0
6737,3.43,0,0,0,0,0,5.5,6.18,0,0
1274,3.92,1,0,0,0,0,5.283333333333333,5.69,0,0
4221,3.43,0,0,0,1,0,5.5,6.18,0,0
1635,3.43,0,0,0,0,0,5.5,6.18,0,0
1009,3.66,0,0,0,0,0,5.59,5.79,0,0
6625,4.935,1,0,0,0,0,5.76,6.57,1,0
3920,5.0,1,0,0,0,0,7.28,7.67,1,0
6360,4.0,1,0,0,0,0,3.12,2.53,0,0
4428,4.86,0,0,0,0,0,3.56,3.24,0,1
6029,3.755,0,0,0,1,0,5.38,5.984999999999999,0,0
5309,3.43,1,0,0,0,0,5.5,6.18,0,0
7111,4.55,1,0,0,0,0,4.725,4.52,0,1
697,3.425,1,0,0,0,0,5.385,6.08,0,0
2829,4.025,1,0,0,0,0,5.0,5.06,0,0
6763,3.2399999999999998,0,0,0,0,0,5.572000000000001,5.710000000000001,0,0
2819,3.9922222222222223,0,0,0,0,0,5.495555555555557,5.543333333333334,0,0
5821,3.55,0,0,0,0,0,5.27,5.415,0,0
1178,3.74,0,0,0,1,0,5.8100000000000005,6.66,0,0
163,4.005,0,0,0,1,0,5.705,5.535,0,1
1573,,0,0,0,0,0,,,0,0
210,3.915,0,0,0,1,0,6.25,6.785,1,0
1950,3.6366666666666667,0,0,0,0,0,6.426666666666667,6.456666666666667,0,0
4322,3.646000000000001,0,0,0,0,0,5.0840000000000005,5.17,0,1
843,3.9,1,0,0,0,0,5.945,6.8100000000000005,0,0
2971,4.048571428571429,0,0,0,0,0,5.027142857142858,5.394285714285714,0,1
2185,3.8099999999999996,1,0,0,0,0,5.359999999999999,5.745,0,0
5695,4.19875,0,0,0,0,0,6.106249999999999,6.3374999999999995,1,0
921,4.38,1,0,0,0,0,5.573333333333333,6.486666666666667,1,1
619,3.6500000000000004,0,0,0,0,0,5.8675,6.39,0,0
6643,3.67,0,0,0,1,0,6.1499999999999995,6.873333333333332,1,0
3291,3.5700000000000003,0,0,0,0,0,5.925,6.16,0,0
2802,3.3619999999999997,1,0,0,0,0,5.1,5.7700000000000005,0,0
3394,4.136,2,0,0,1,0,5.561999999999999,6.212000000000001,0,0
617,4.195,0,0,0,0,0,5.0875,4.922499999999999,0,0
6675,3.1875,0,0,0,0,0,5.8325,6.427499999999999,0,0
3187,4.423333333333333,0,0,0,0,0,4.826666666666667,3.8433333333333333,0,1
6380,3.827142857142857,0,0,0,0,0,5.001428571428572,5.978571428571428,0,0
6025,3.7566666666666664,0,0,0,0,0,5.246666666666666,5.498333333333332,0,0
6817,3.936666666666666,0,0,0,0,0,5.283333333333333,5.329999999999999,0,1
4258,3.876666666666667,1,0,0,1,0,4.723333333333334,5.306666666666666,0,1
769,3.8600000000000003,1,0,0,0,0,5.54,6.0825,0,0
422,3.3600000000000003,0,0,0,0,0,5.575,5.955,0,0
6236,3.26,0,0,0,1,0,5.32,5.305,0,0
3660,3.8180000000000005,0,0,0,0,0,5.694,6.254,1,0
7145,4.07,0,0,0,0,0,4.9399999999999995,5.705,0,0
4355,3.37,1,0,0,0,0,6.55,5.45,0,0
1123,3.74,2,0,0,0,0,5.949999999999999,6.88,0,0
4204,3.84,2,1,0,1,0,5.751666666666666,5.510000000000001,0,1
1143,3.9825,0,0,0,1,0,4.91,5.0725,0,0
108,3.733333333333334,0,0,0,1,0,5.583333333333333,6.4433333333333325,0,0
1144,5.256666666666667,0,0,0,0,0,5.243333333333333,4.576666666666667,0,0
2870,3.956666666666667,1,0,0,0,0,6.696666666666666,6.206666666666667,1,0
6497,4.756666666666667,1,0,0,0,0,6.483333333333333,5.966666666666666,0,0
5956,4.385,1,0,0,0,0,6.515000000000001,7.105,1,0
5182,3.643333333333333,0,0,0,0,0,5.156666666666666,5.836666666666667,0,0
5342,3.2866666666666666,0,0,0,0,0,5.666666666666667,5.733333333333333,0,0
750,3.818,0,0,0,1,0,5.0920000000000005,6.720000000000001,0,0
6368,4.276666666666666,0,0,0,0,0,5.16,6.276666666666666,1,0
5525,3.5500000000000003,1,0,0,0,0,6.036666666666666,5.786666666666666,0,0
5914,3.8099999999999996,1,0,0,0,0,5.359999999999999,5.745,0,0
759,5.295,1,0,0,0,0,6.4399999999999995,7.43,1,0
2221,3.6379999999999995,0,0,0,0,0,5.742,5.302999999999999,0,1
5320,3.6900000000000004,0,0,0,0,0,5.595000000000001,5.8149999999999995,0,0
3134,3.8433333333333333,1,0,0,0,0,5.746666666666666,5.8133333333333335,0,0
6121,3.6175,0,0,0,0,0,5.7275,5.745,1,0
4540,3.5666666666666664,0,0,0,0,0,5.353333333333333,6.103333333333333,0,1
6418,4.404999999999999,0,0,0,0,0,6.035,5.925000000000001,0,0
4997,3.09,1,0,0,0,0,5.52,4.55,0,1
1591,3.42,1,0,0,0,0,5.1850000000000005,5.6899999999999995,0,0
6809,3.67,0,0,0,1,0,6.1499999999999995,6.873333333333332,1,0
311,3.0949999999999998,1,0,0,0,0,5.64,5.975,0,0
1899,4.71,1,0,0,0,0,6.5,7.95,0,0
1012,4.3475,0,0,0,0,0,5.1475,5.595000000000001,0,0
1517,3.885,0,0,0,0,0,5.65,6.52,0,0
1592,4.501666666666667,0,0,0,0,0,6.013333333333333,6.546666666666667,1,0
2576,5.1025,0,0,0,1,0,5.8374999999999995,6.1000000000000005,1,0
6075,3.43,0,0,0,0,0,5.5,6.18,0,0
6677,3.43,0,0,0,0,0,5.5,6.18,0,0
3171,4.96,0,0,0,0,0,5.170000000000001,5.449999999999999,0,1
1935,4.029999999999999,0,0,0,0,0,5.2075,5.195,0,0
3592,2.67,1,0,0,0,0,5.56,6.09,0,0
4218,3.2350000000000003,0,0,0,1,0,5.32,5.9,0,0
3474,4.2700000000000005,0,0,0,0,0,5.296,5.5,0,1
2731,3.585,0,0,0,0,0,5.49,5.945,0,0
5103,3.285,1,0,0,0,0,5.359999999999999,5.895,0,0
3462,3.24,0,0,0,0,0,5.52,6.17,0,0
5986,4.38,0,0,0,1,0,5.35,6.6899999999999995,0,0
5780,4.113333333333333,0,0,0,0,0,5.463333333333334,6.004444444444445,0,0
5064,3.448571428571429,0,0,0,0,0,5.408571428571428,6.275714285714287,0,0
5422,3.755,0,0,0,0,0,6.16,6.0649999999999995,0,0
4737,3.665,0,0,0,0,0,6.165,6.16,0,0
1156,5.36,1,0,0,0,0,5.92,8.0,1,0
3383,4.326666666666667,0,0,0,0,0,4.916666666666667,5.336666666666667,0,0
4423,3.636,0,0,0,0,0,5.99,5.782,1,0
5909,3.4066666666666667,0,0,0,0,0,6.13,6.576666666666667,0,0
3926,3.88,0,0,0,0,0,5.355,5.385,0,0
4784,4.11,1,0,0,0,0,5.94,6.38,1,0
4378,3.425,0,0,0,0,0,5.845,6.385,0,0
3099,3.8775,0,0,0,0,0,5.6775,6.2875,0,0
170,4.71,1,0,0,1,0,6.5,7.95,0,0
4180,4.3225,0,0,0,0,0,5.7875,6.07,1,1
5640,4.05,1,0,0,0,0,5.71,5.726666666666667,0,1
5019,4.159999999999999,0,0,0,0,0,5.486666666666667,5.8133333333333335,0,0
6661,3.8950000000000005,0,0,0,0,0,5.305,4.365,0,1
2301,3.72,0,0,0,0,0,4.6,6.233333333333334,0,0
2509,3.7024999999999997,0,0,0,1,0,5.7075,6.445,0,0
1499,3.766666666666667,0,0,0,1,0,5.633333333333333,6.21,0,0
6795,4.0125,0,0,0,0,0,5.75,5.984999999999999,0,0
2836,3.0949999999999998,1,0,0,0,0,5.64,5.975,0,0
4838,3.72,0,0,0,0,0,4.6,6.233333333333334,0,0
6669,3.71,1,0,0,0,0,5.39,6.21,0,0
2622,5.165,1,0,0,0,0,4.665,3.835,0,1
6151,3.52,0,0,0,0,0,5.72,5.86,0,0
1487,4.515000000000001,1,0,0,0,0,6.135,6.705,1,0
5580,3.92875,0,0,1,0,0,5.47,5.455,0,1
5344,4.218333333333333,0,0,0,1,0,5.511666666666667,5.923333333333333,2,0
4217,3.5875000000000004,0,0,0,0,0,5.515,5.109999999999999,0,1
3344,3.7266666666666666,0,0,0,0,0,6.036666666666666,6.1933333333333325,1,0
3279,2.6,1,0,0,0,0,5.5,6.28,0,0
959,3.719,0,0,0,0,0,6.038000000000001,5.918999999999999,0,0
3427,3.43,0,0,0,0,0,5.5,6.18,0,0
81,3.783333333333333,0,0,0,0,0,5.546666666666667,6.313333333333333,1,0
5456,4.0528571428571425,1,0,0,3,0,5.947142857142857,5.787142857142858,1,0
4101,3.56,0,0,0,0,0,5.89,5.9799999999999995,0,0
709,4.35,0,0,0,0,0,6.725,7.199999999999999,1,0
1421,3.51,0,0,0,0,0,5.29,5.43,0,1
1184,5.63,1,0,0,0,0,5.455,3.955,0,2
14,3.415,0,0,0,0,0,5.55,6.0649999999999995,0,0
5818,4.05,0,0,0,0,0,4.39,3.72,0,0
1721,3.43,0,0,0,0,0,5.5,6.18,0,0
1888,4.14,0,0,0,0,0,5.952500000000001,6.65,2,0
740,4.36,1,0,0,0,0,5.445,6.09,0,0
3274,3.686,1,0,0,0,0,5.448,5.992,0,0
1722,3.535,1,0,0,0,0,5.6850000000000005,5.630000000000001,0,0
2467,4.465,0,0,0,0,0,4.15,3.9299999999999997,0,0
1155,3.43,1,0,0,0,0,5.5,6.18,0,0
4577,3.9775,0,0,0,1,0,5.0625,6.0175,0,0
6280,3.43,1,0,0,0,0,5.5,6.18,0,0
1916,3.0949999999999998,1,0,0,0,0,5.64,5.975,0,0
6395,4.233333333333333,2,0,0,1,0,5.035,4.86,0,1
5557,5.14,0,0,0,0,0,5.88,7.63,0,0
5183,5.29,1,0,0,0,0,5.39,6.0,0,0
5952,4.97,0,0,0,0,0,6.07,6.325,0,0
552,3.97,1,0,0,0,0,5.906666666666666,6.446666666666666,0,0
5370,3.4266666666666663,0,0,0,0,0,5.793333333333334,5.536666666666666,0,0
2324,3.43,0,0,0,0,0,5.5,6.18,0,0
2889,3.0949999999999998,0,0,0,0,0,5.67,6.725,0,0
2908,3.7566666666666664,1,0,0,0,0,5.496666666666667,5.666666666666667,0,0
835,3.335,0,0,0,0,0,5.33,6.115,0,0
5205,3.43,1,0,0,0,0,5.5,6.18,0,0
1347,4.0475,0,0,0,0,0,6.0575,5.98,0,0
6241,3.854,0,0,0,0,0,5.610000000000001,5.902,0,0
1865,3.5700000000000003,0,0,0,0,0,6.006666666666668,6.31,0,0
3528,4.609999999999999,2,0,0,0,0,6.235,6.99,0,1
7022,3.9599999999999995,1,0,0,1,0,6.16,6.533333333333334,1,0
5146,3.715,1,0,0,0,0,5.695,6.3100000000000005,0,0
2727,4.0,0,0,0,0,0,5.803333333333334,6.506666666666667,0,0
4497,3.6160000000000005,0,0,0,0,0,5.13,5.752,0,0
6634,,1,0,0,0,0,,,0,0
4186,3.8600000000000003,0,0,0,1,0,5.904999999999999,6.484999999999999,1,0
5723,4.175,1,0,0,0,0,6.04,6.51,0,0
3267,3.8225000000000002,0,0,0,0,0,5.2375,5.577500000000001,0,0
6122,4.66,1,0,0,0,0,5.363333333333333,6.003333333333334,1,0
3173,4.78,1,0,0,0,0,5.766666666666667,6.403333333333333,0,0
2954,4.1450000000000005,0,0,0,0,0,5.945,6.43,0,0
1550,5.36,1,0,0,0,0,5.92,8.0,1,0
7056,3.2533333333333334,0,0,0,0,0,5.376666666666666,5.696666666666666,0,0
2048,4.025,0,1,0,1,0,5.48,6.154999999999999,0,0
2256,3.8833333333333333,0,0,0,0,0,5.6933333333333325,6.403333333333333,0,0
4365,3.415,0,0,0,0,0,6.275,5.33,0,0
1535,,0,0,0,1,0,,,0,0
5528,4.03,0,0,0,0,0,5.48,6.075555555555557,0,0
5971,3.665,1,0,0,0,0,4.64,6.755,0,0
3677,3.8920000000000003,0,0,0,0,0,5.758,6.182,1,0
5290,4.336,0,0,0,0,0,6.3740000000000006,6.359999999999999,1,0
658,4.325,0,0,0,1,0,6.305,7.3549999999999995,0,0
5542,4.316666666666666,0,0,0,0,0,4.703333333333333,4.53,0,0
681,4.656666666666667,0,0,0,0,0,6.133333333333333,4.346666666666667,0,1
6401,4.85,0,0,0,0,0,4.5525,5.387500000000001,0,1
7069,3.425,1,0,0,0,0,5.385,6.08,0,0
3541,3.6562500000000004,0,0,0,0,0,5.4625,5.8825,0,0
1016,3.453333333333333,0,0,0,0,0,5.546666666666667,5.566666666666666,0,0
2664,3.6966666666666668,0,0,0,0,0,4.8133333333333335,5.46,0,0
3819,3.29,0,0,0,0,0,5.615,6.04,0,0
3810,4.016666666666667,1,0,0,0,0,5.406666666666666,5.54,0,0
211,3.39,0,0,0,0,0,5.890000000000001,6.199999999999999,0,0
2814,3.91,1,0,0,1,0,5.72,5.624,0,0
2861,3.7866666666666666,0,0,0,0,0,5.983333333333333,6.546666666666667,0,0
1953,5.64,0,0,0,1,0,6.01,5.475,0,1
6179,3.5,1,0,0,0,0,6.455,6.23,0,0
2098,4.285,0,0,0,0,0,5.8149999999999995,5.734999999999999,0,0
1713,5.135,0,0,0,0,0,5.145,5.525,1,1
1086,5.286666666666666,1,0,0,0,0,6.1933333333333325,6.563333333333333,2,0
5485,3.665,1,0,0,0,0,4.64,6.755,0,0
5938,4.289999999999999,0,0,0,0,0,5.32,6.8525,0,0
5452,3.3525,0,0,0,2,0,5.455,5.305,0,0
3339,3.43,0,0,0,0,0,5.5,6.18,0,0
560,4.456666666666667,0,0,0,0,0,5.29,6.206666666666667,0,0
6626,3.88,1,0,0,1,0,6.27,5.89,0,0
6038,4.346666666666667,0,0,0,0,0,5.419999999999999,6.246666666666667,0,0
6086,3.6550000000000002,0,0,0,0,0,6.225,6.6850000000000005,0,0
234,3.9433333333333334,0,0,0,0,0,5.451666666666667,5.461666666666667,1,1
2525,3.93,0,0,0,0,0,5.116666666666666,5.21,0,1
3391,4.19,1,0,0,0,0,5.89,5.91,0,0
6889,3.8775,0,0,0,0,0,5.6775,6.2875,0,0
4238,3.6166666666666667,0,0,0,0,0,5.62,5.47,0,0
5454,3.285,0,0,0,0,0,5.970000000000001,6.295,0,0
1973,3.75,0,0,0,1,0,5.8,5.244000000000001,0,0
6062,3.0500000000000003,0,0,0,0,0,5.376666666666666,5.0,0,1
4768,4.1225,0,0,0,1,0,5.4825,6.195,0,0
7047,4.44,0,0,0,0,0,4.91,5.045,0,0
5678,3.6800000000000006,0,0,0,0,0,5.858,5.204,0,1
5668,4.194,0,0,0,1,0,5.6,6.004,0,0
1694,4.573333333333333,0,0,0,0,0,4.996666666666666,4.176666666666667,0,1
3949,3.62,0,0,0,0,0,5.75,6.0649999999999995,0,0
2805,4.14,0,1,0,0,0,5.43,5.919999999999999,1,0
2095,4.71,1,0,0,0,0,6.5,7.95,0,0
5294,3.4899999999999998,0,0,0,0,0,5.506,5.9079999999999995,0,0
21,3.5475,1,0,0,1,0,6.2250000000000005,6.0575,0,0
685,3.9675000000000002,0,0,0,0,0,5.535,6.045,0,0
6378,4.025,1,0,0,0,0,6.18,6.7125,1,0
2520,4.68,0,0,0,0,0,6.135,6.375,0,0
3591,2.8200000000000003,1,0,0,0,0,4.305,5.285,0,0
7133,3.7025,0,0,0,0,0,5.625000000000001,5.930000000000001,0,0
5540,4.293333333333334,0,0,0,1,0,5.093333333333334,5.536666666666666,0,1
6805,3.7066666666666666,1,0,0,0,0,5.366666666666667,6.226666666666667,0,0
2133,3.4499999999999997,0,0,0,0,0,5.510000000000001,5.733333333333333,0,0
5863,5.805,0,0,0,0,0,3.83,3.45,0,1
1365,3.878,0,0,0,0,0,5.526,5.84,0,0
2034,3.84,0,0,0,0,0,5.075,5.625,0,0
4523,2.6,1,0,0,0,0,5.5,6.28,0,0
4230,4.24,0,0,0,0,0,3.83,3.89,0,1
3097,3.915,0,0,0,1,0,6.25,6.785,1,0
627,4.035,0,0,0,0,0,5.24,6.55,0,0
6344,3.84,0,0,0,0,0,5.54,6.68,0,0
1808,4.18,1,0,0,0,0,5.8500000000000005,6.746666666666667,2,0
3551,4.855,0,1,0,1,0,5.95,7.625,1,0
6276,3.71,0,0,0,0,0,4.67,5.78,0,1
5252,5.335,0,0,0,0,0,4.575,5.105,0,0
3336,3.9800000000000004,0,0,0,0,0,5.77,6.115,0,0
589,3.706666666666667,0,0,0,0,0,5.933333333333334,6.359999999999999,1,0
1212,6.26,1,0,0,0,0,4.47,1.96,0,1
1492,4.0,0,0,0,0,0,6.05,5.9,0,0
5573,4.045,1,0,0,1,0,5.6525,6.0425,0,0
5953,3.615,0,0,0,0,0,5.88,6.07,0,0
431,4.095000000000001,0,0,0,1,0,5.605,6.57,0,0
2484,4.045,1,0,0,0,0,5.8149999999999995,6.220000000000001,1,0
3966,3.77,0,0,0,0,0,5.4,5.7,0,0
577,4.3950000000000005,1,0,0,1,0,5.71,7.09,1,0
5021,3.5,0,0,0,0,0,5.696666666666666,6.3133333333333335,0,0
4902,3.733333333333333,1,0,0,0,0,5.803333333333334,6.636666666666667,1,0
4364,4.306666666666667,0,0,0,0,0,5.493333333333333,5.26,1,0
4073,4.335,0,0,0,0,0,5.109999999999999,5.18,0,1
1113,4.14,0,0,0,0,0,4.99,5.994999999999999,0,0
4803,4.018,0,0,0,0,0,6.034,6.758,1,0
4519,4.4,1,0,0,0,0,6.28,7.44,1,0
4417,4.1433333333333335,0,0,0,0,0,5.543333333333334,5.683333333333334,0,0
4492,3.88,2,0,0,0,0,6.88,7.119999999999999,0,0
7031,3.605,0,0,0,0,0,5.602499999999999,5.345000000000001,0,0
6785,3.5933333333333337,0,0,0,1,0,5.596666666666667,6.3999999999999995,0,0
13,3.9666666666666663,0,0,0,1,0,5.456666666666667,6.266666666666667,0,0
445,4.432499999999999,0,0,0,0,0,5.24,5.4375,1,1
3249,4.4275,0,0,0,1,0,5.875,6.677499999999999,0,0
5167,4.1775,0,0,0,1,0,6.1,7.01,1,0
4721,2.9866666666666664,0,0,0,0,0,5.336666666666667,6.609999999999999,0,0
6668,3.6666666666666674,0,0,0,0,0,5.680000000000001,5.584444444444444,0,0
2923,3.9749999999999996,1,0,0,0,0,5.529999999999999,6.3100000000000005,0,0
6468,3.5433333333333334,0,0,0,0,0,5.640000000000001,5.546666666666667,0,0
771,4.57,1,0,0,1,0,5.54,5.963333333333334,0,0
531,3.6833333333333336,0,0,0,0,0,5.298333333333333,5.3549999999999995,0,0
2808,3.535,2,0,0,0,0,5.842499999999999,6.4925,0,0
287,3.562,0,0,0,0,0,5.22,5.478,0,0
6335,5.225,1,0,0,0,0,5.869999999999999,4.365,0,1
1650,4.026666666666666,0,0,0,0,0,5.671666666666667,6.3549999999999995,0,0
5060,4.565,1,0,0,0,0,5.5,5.8149999999999995,1,0
5287,3.52,1,0,0,0,0,5.72,5.86,0,0
2169,4.095000000000001,1,0,0,0,0,5.109999999999999,5.220000000000001,0,1
3085,4.616666666666667,1,0,0,0,0,6.306666666666666,7.02,2,0
6488,3.81,0,0,0,0,0,5.176666666666667,5.713333333333334,0,0
2224,4.405,0,0,0,0,0,4.83,4.79,0,0
628,4.024444444444445,0,0,0,0,0,5.437777777777778,5.935555555555556,0,0
7113,4.16,0,0,0,0,0,5.406666666666666,6.066666666666667,1,0
6397,3.7340000000000004,0,0,0,0,0,5.281999999999999,4.93,0,0
